PalmID,#SampleID,Sample_Name,ESPECIE,ESTADIO,Age_Group,New_Age_Group,SEXO,PROCEDENCIA,HABITAT,Region,FirstBM,TypeBM,HumanBM,MammalBM,BirdBM,ReptileBM,NumberBM,SecondBM,ThirdBM,FourthBM,FifthBM,TotalBM,PCR_RESULTS_121_122,SingleInf_Tcruzi,PCR_RESULTS_duplex_Trangeli,R1_R2_Results_1stRun,R1_R2_GelDate_1stRun,R1_R2_Results_2ndRun,R1_R2_GelDate_2ndRun,Consensus_R1R2_Results,SingleInf_Trangeli,PCR_RESULTS_duplex_Tcruzi,Coinfection,Infection_Type,Location...2,Town,Sampling Dates,Stipe Height (m),Total Height (m),DOM,Lianas,Epiphytes,Surrounding Canopy Cover,# Connected Trees,Fruiting,Fruiting Sex,Photo?,Habitat_Microhabitat,Method,Location...17
SF15,A10.P4,420,R. pallescens,N3,N1_N3,N3_Adult,NA,Veraguas,Forest,Veraguas,Heteromys,Mammal,Yes,Yes,No,No,Three,Didelphis,Human,NA,NA,NA,Positive,Negative,Positive,NA,NA,NA,NA,NA,NA,Positive,Yes,Coinfection,N 08 31.136 W 081 03.265,Santa Fe,11-Jul-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest cerca Peridomestic,Felled,Culaco
SF15,A11.P4,421,R. pallescens,N3,N1_N3,N3_Adult,NA,Veraguas,Forest,Veraguas,Didelphis,Mammal,Yes,Yes,No,No,Three,Human,Heteromys,NA,NA,NA,Positive,Positive,Positive,NA,NA,NA,NA,NA,NA,Positive,Yes,Tcruzi,N 08 31.136 W 081 03.265,Santa Fe,11-Jul-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest cerca Peridomestic,Felled,Culaco
SF15,A12.P4,422,R. pallescens,N3,N1_N3,N3_Adult,NA,Veraguas,Forest,Veraguas,Didelphis,Mammal,Yes,Yes,No,No,Three,Heteromys,Human,NA,NA,NA,Negative,Negative,Negative,NA,NA,NA,NA,NA,NA,Negative,No,Negative,N 08 31.136 W 081 03.265,Santa Fe,11-Jul-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest cerca Peridomestic,Felled,Culaco
SF15,B1.P4,423,R. pallescens,N2,N1_N3,N1_N2,NA,Veraguas,Forest,Veraguas,Heteromys,Mammal,Yes,Yes,No,No,Four,Human,Metachirus,Didelphis,NA,NA,Negative,Negative,Negative,NA,NA,NA,NA,NA,NA,Negative,No,Negative,N 08 31.136 W 081 03.265,Santa Fe,11-Jul-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest cerca Peridomestic,Felled,Culaco
SF15,A1.P4,411,T. dimidiata,N3,N1_N3,N3_Adult,NA,Veraguas,Forest,Veraguas,Heteromys,Mammal,Yes,Yes,No,No,Four,Human,Metachirus,Didelphis,NA,NA,Positive,Positive,Negative,NA,NA,NA,NA,NA,NA,Negative,No,Tcruzi,N 08 31.136 W 081 03.265,Santa Fe,11-Jul-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest cerca Peridomestic,Felled,Culaco
SF2,A1.P3,218,R. pallescens,Adult,N4_Adult,N3_Adult,Female,Veraguas,Pasture,Veraguas,Heteromys,Mammal,No,Yes,No,No,Two,Didelphis,NA,NA,NA,NA,Positive,Positive,REDO,NA,NA,NA,NA,NA,NA,REDO,NA,Tcruzi,N 08 31.362 W 081 04.373,Santa Fe,8-9 Jul 2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pasture,Noireau,Santa Fe
SF3,A3.P3,220,R. pallescens,N5,N4_Adult,N3_Adult,NA,Veraguas,Pasture,Veraguas,Heteromys,Mix,No,Yes,Yes,No,Three,Metachirus,Piranga,NA,NA,NA,Positive,Positive,Negative,NA,NA,NA,NA,NA,NA,Positive,No,Tcruzi,N 08 31.342 W 081 04.380,Santa Fe,8-9 Jul 2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pasture,Noireau,Santa Fe
SF3,A4.P3,221,R. pallescens,N3,N1_N3,N3_Adult,NA,Veraguas,Pasture,Veraguas,Heteromys,Mammal,Yes,Yes,No,No,Four,Human,Didelphis,Other,NA,NA,Negative,Negative,Negative,NA,NA,NA,NA,NA,NA,Negative,No,Negative,N 08 31.342 W 081 04.380,Santa Fe,8-9 Jul 2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pasture,Noireau,Santa Fe
SF3,A5.P3,222,R. pallescens,N2,N1_N3,N1_N2,NA,Veraguas,Pasture,Veraguas,Heteromys,Mammal,Yes,Yes,No,No,Three,Didelphis,Human,NA,NA,NA,Negative,Negative,Negative,NA,NA,NA,NA,NA,NA,Negative,No,Negative,N 08 31.342 W 081 04.380,Santa Fe,8-9 Jul 2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pasture,Noireau,Santa Fe
SF3,A6.P3,223,R. pallescens,N1,N1_N3,N1_N2,NA,Veraguas,Pasture,Veraguas,Heteromys,Mammal,Yes,Yes,No,No,Four,Human,Metachirus,Didelphis,NA,NA,Negative,Negative,Negative,NA,NA,NA,NA,NA,NA,Negative,No,Negative,N 08 31.342 W 081 04.380,Santa Fe,8-9 Jul 2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pasture,Noireau,Santa Fe
SF3,A2.P3,219,R. pallescens,N5,N4_Adult,N3_Adult,NA,Veraguas,Pasture,Veraguas,Heteromys,Mammal,Yes,Yes,No,No,Two,Human,NA,NA,NA,NA,Positive,Positive,Negative,NA,NA,NA,NA,NA,NA,Positive,No,Tcruzi,N 08 31.342 W 081 04.380,Santa Fe,8-9 Jul 2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pasture,Noireau,Santa Fe
SF4,A7.P3,224,R. pallescens,N4,N4_Adult,N3_Adult,NA,Veraguas,Pasture,Veraguas,Heteromys,Mammal,No,Yes,No,No,Two,Didelphis,NA,NA,NA,NA,Negative,Negative,Negative,NA,NA,NA,NA,NA,NA,Negative,No,Negative,N 08 31.317 W 081 04.395,Santa Fe,8-9 Jul 2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pasture,Noireau,Santa Fe
SF4,A9.P3,226,R. pallescens,N2,N1_N3,N1_N2,NA,Veraguas,Pasture,Veraguas,Heteromys,Mammal,No,Yes,No,No,Two,Metachirus,NA,NA,NA,NA,Negative,Negative,Negative,NA,NA,NA,NA,NA,NA,Negative,No,Negative,N 08 31.317 W 081 04.395,Santa Fe,8-9 Jul 2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pasture,Noireau,Santa Fe
SF4,A10.P3,227,R. pallescens,N2,N1_N3,N1_N2,NA,Veraguas,Pasture,Veraguas,Heteromys,Mammal,No,Yes,No,No,Two,Leopardus,NA,NA,NA,NA,Positive,Positive,Negative,NA,NA,NA,NA,NA,NA,Negative,No,Tcruzi,N 08 31.317 W 081 04.395,Santa Fe,8-9 Jul 2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pasture,Noireau,Santa Fe
SF4,A11.P3,228,R. pallescens,N1,N1_N3,N1_N2,NA,Veraguas,Pasture,Veraguas,Heteromys,Mammal,Yes,Yes,No,No,Two,Human,NA,NA,NA,NA,Positive,Positive,Negative,NA,NA,NA,NA,NA,NA,Negative,No,Tcruzi,N 08 31.317 W 081 04.395,Santa Fe,8-9 Jul 2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pasture,Noireau,Santa Fe
SF4,A8.P3,225,R. pallescens,N2,N1_N3,N1_N2,NA,Veraguas,Pasture,Veraguas,Heteromys,Mix,Yes,Yes,Yes,No,Three,Human,Thraupis,NA,NA,NA,Negative,Negative,Negative,NA,NA,NA,NA,NA,NA,Negative,No,Negative,N 08 31.317 W 081 04.395,Santa Fe,8-9 Jul 2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pasture,Noireau,Santa Fe
SF6,E2.P3,342,R. pallescens,N2,N1_N3,N1_N2,NA,Veraguas,Pasture,Veraguas,Heteromys,Mix,No,Yes,No,Yes,Two,Other,Lepidodactylus,NA,NA,NA,Negative,Negative,Negative,NA,NA,NA,NA,NA,NA,Negative,No,Negative,N 08 32.474 W 081 03.794,Santa Fe,9-10 Jul 2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pasture,Noireau,El Pantano
SF6,E3.P3,343,R. pallescens,N2,N1_N3,N1_N2,NA,Veraguas,Pasture,Veraguas,Heteromys,Mammal,Yes,Yes,No,No,Two,Human,NA,NA,NA,NA,Negative,Negative,Negative,NA,NA,NA,NA,NA,NA,Negative,No,Negative,N 08 32.474 W 081 03.794,Santa Fe,9-10 Jul 2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pasture,Noireau,El Pantano
SF6,E4.P3,344,R. pallescens,N2,N1_N3,N1_N2,NA,Veraguas,Pasture,Veraguas,Heteromys,Mammal,Yes,Yes,No,No,Three,Human,Didelphis,NA,NA,NA,Negative,Negative,Negative,NA,NA,NA,NA,NA,NA,Negative,No,Negative,N 08 32.474 W 081 03.794,Santa Fe,9-10 Jul 2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pasture,Noireau,El Pantano
SF6,E1.P3,341,R. pallescens,N1,N1_N3,N1_N2,NA,Veraguas,Pasture,Veraguas,Heteromys,Mammal,Yes,Yes,No,No,Three,Human,Didelphis,NA,NA,NA,Negative,Negative,Negative,NA,NA,NA,NA,NA,NA,Negative,No,Negative,N 08 32.474 W 081 03.794,Santa Fe,9-10 Jul 2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pasture,Noireau,El Pantano
SF6,E6.P3,346,R. pallescens,N3,N1_N3,N3_Adult,NA,Veraguas,Pasture,Veraguas,Heteromys,Mix,No,Yes,Yes,No,Two,Piranga,NA,NA,NA,NA,Negative,Negative,Negative,NA,NA,NA,NA,NA,NA,Negative,No,Negative,N 08 32.474 W 081 03.794,Santa Fe,9-10 Jul 2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pasture,Noireau,El Pantano
SF6,E5.P3,345,R. pallescens,N3,N1_N3,N3_Adult,NA,Veraguas,Pasture,Veraguas,Heteromys,Mix,Yes,Yes,Yes,No,Three,Piranga,Human,NA,NA,NA,Negative,Negative,Negative,NA,NA,NA,NA,NA,NA,Negative,No,Negative,N 08 32.474 W 081 03.794,Santa Fe,9-10 Jul 2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pasture,Noireau,El Pantano
SF7,E7.P3,347,R. pallescens,Adult,N4_Adult,N3_Adult,TBD,Veraguas,Pasture,Veraguas,Heteromys,Mix,No,Yes,Yes,No,Three,Piranga,Other,NA,NA,NA,Positive,Positive,Negative,NA,NA,NA,NA,NA,NA,Positive,No,Tcruzi,N 08 32.466 W 081 03.835,Santa Fe,9-10 Jul 2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pasture,Noireau,El Pantano
SF7,E8.P3,348,R. pallescens,N5,N4_Adult,N3_Adult,NA,Veraguas,Pasture,Veraguas,Didelphis,Mammal,Yes,Yes,No,No,Three,Heteromys,Human,NA,NA,NA,Positive,Positive,Positive,NA,NA,NA,NA,NA,NA,Positive,Yes,Coinfection,N 08 32.466 W 081 03.835,Santa Fe,9-10 Jul 2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pasture,Noireau,El Pantano
SF7,E10.P3,356,R. pallescens,N1,N1_N3,N1_N2,NA,Veraguas,Pasture,Veraguas,Heteromys,Mix,Yes,Yes,Yes,No,Four,Piranga,Human,Thraupis,NA,NA,Negative,Negative,Negative,NA,NA,NA,NA,NA,NA,Negative,No,Negative,N 08 32.466 W 081 03.835,Santa Fe,9-10 Jul 2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pasture,Noireau,El Pantano
SF7,E9.P3,353,R. pallescens,N1,N1_N3,N1_N2,NA,Veraguas,Pasture,Veraguas,Heteromys,Mammal,Yes,Yes,No,No,Two,Human,NA,NA,NA,NA,Negative,Negative,Negative,NA,NA,NA,NA,NA,NA,Negative,No,Negative,N 08 32.466 W 081 03.835,Santa Fe,9-10 Jul 2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pasture,Noireau,El Pantano
SF8,E11.P3,359,R. pallescens,Adult,N4_Adult,N3_Adult,TBD,Veraguas,Pasture,Veraguas,Heteromys,Mix,Yes,Yes,Yes,No,Four,Thraupis,Human,Bos,NA,NA,Positive,Positive,Negative,NA,NA,NA,NA,NA,NA,Positive,No,Tcruzi,N 08 32.457 W 081 03.830,Santa Fe,9-10 Jul 2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pasture,Noireau,El Pantano
SF8,E12.P3,360,R. pallescens,Adult,N4_Adult,N3_Adult,TBD,Veraguas,Pasture,Veraguas,Heteromys,Mammal,Yes,Yes,No,No,Two,Human,NA,NA,NA,NA,Positive,Positive,Negative,NA,NA,NA,NA,NA,NA,Positive,No,Tcruzi,N 08 32.457 W 081 03.830,Santa Fe,9-10 Jul 2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pasture,Noireau,El Pantano
SF8,F1.P3,361,R. pallescens,Adult,N4_Adult,N3_Adult,Male,Veraguas,Pasture,Veraguas,Heteromys,Mix,Yes,Yes,Yes,No,Four,Thraupis,Other,Human,NA,NA,Positive,Positive,Negative,NA,NA,NA,NA,NA,NA,Negative,No,Tcruzi,N 08 32.457 W 081 03.830,Santa Fe,9-10 Jul 2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pasture,Noireau,El Pantano
SF8,F3.P3,368,R. pallescens,N2,N1_N3,N1_N2,NA,Veraguas,Pasture,Veraguas,Heteromys,Mix,Yes,Yes,Yes,No,Four,Human,Bos,Thraupis,NA,NA,Positive,Positive,Negative,NA,NA,NA,NA,NA,NA,Positive,No,Tcruzi,N 08 32.457 W 081 03.830,Santa Fe,9-10 Jul 2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pasture,Noireau,El Pantano
SF8,F4.P3,370,R. pallescens,N1,N1_N3,N1_N2,NA,Veraguas,Pasture,Veraguas,Heteromys,Mammal,Yes,Yes,No,No,Three,Human,Thraupis,NA,NA,NA,Negative,Negative,Negative,NA,NA,NA,NA,NA,NA,Negative,No,Negative,N 08 32.457 W 081 03.830,Santa Fe,9-10 Jul 2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pasture,Noireau,El Pantano
SF8,F5.P3,371,R. pallescens,N1,N1_N3,N1_N2,NA,Veraguas,Pasture,Veraguas,Heteromys,Mix,No,Yes,Yes,No,Three,Other,Piranga,NA,NA,NA,Negative,Negative,Negative,NA,NA,NA,NA,NA,NA,Negative,No,Negative,N 08 32.457 W 081 03.830,Santa Fe,9-10 Jul 2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pasture,Noireau,El Pantano
SF8,F2.P3,362,R. pallescens,Adult,N4_Adult,N3_Adult,Male,Veraguas,Pasture,Veraguas,Heteromys,Mammal,No,Yes,No,No,Two,Other,NA,NA,NA,NA,Positive,Positive,Negative,NA,NA,NA,NA,NA,NA,Negative,No,Tcruzi,N 08 32.457 W 081 03.830,Santa Fe,9-10 Jul 2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pasture,Noireau,El Pantano
SF8,F7.P3,373,R. pallescens,N1,N1_N3,N1_N2,NA,Veraguas,Pasture,Veraguas,Heteromys,Mix,Yes,Yes,No,Yes,Three,Human,Lepidodactylus,NA,NA,NA,Negative,Negative,Negative,NA,NA,NA,NA,NA,NA,Negative,No,Negative,N 08 32.457 W 081 03.830,Santa Fe,9-10 Jul 2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pasture,Noireau,El Pantano
SF8,F8.P3,375,R. pallescens,N1,N1_N3,N1_N2,NA,Veraguas,Pasture,Veraguas,Heteromys,Mammal,Yes,Yes,No,No,Two,Human,NA,NA,NA,NA,Positive,Positive,Negative,NA,NA,NA,NA,NA,NA,Negative,No,Tcruzi,N 08 32.457 W 081 03.830,Santa Fe,9-10 Jul 2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pasture,Noireau,El Pantano
SF8,F9.P3,376,R. pallescens,N1,N1_N3,N1_N2,NA,Veraguas,Pasture,Veraguas,Heteromys,Mammal,Yes,Yes,No,No,Two,Human,NA,NA,NA,NA,Negative,Negative,Negative,NA,NA,NA,NA,NA,NA,Negative,No,Negative,N 08 32.457 W 081 03.830,Santa Fe,9-10 Jul 2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pasture,Noireau,El Pantano
SF8,F6.P3,372,R. pallescens,N1,N1_N3,N1_N2,NA,Veraguas,Pasture,Veraguas,Heteromys,Mix,No,Yes,Yes,No,Two,Piranga,NA,NA,NA,NA,Negative,Negative,Negative,NA,NA,NA,NA,NA,NA,Negative,No,Negative,N 08 32.457 W 081 03.830,Santa Fe,9-10 Jul 2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pasture,Noireau,El Pantano
SF8,F10.P3,377,R. pallescens,N1,N1_N3,N1_N2,NA,Veraguas,Pasture,Veraguas,Heteromys,Mix,Yes,Yes,Yes,No,Three,Thraupis,Human,NA,NA,NA,Negative,Negative,Negative,NA,NA,NA,NA,NA,NA,Negative,No,Negative,N 08 32.457 W 081 03.830,Santa Fe,9-10 Jul 2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pasture,Noireau,El Pantano
SF8,F11.P3,378,R. pallescens,N1,N1_N3,N1_N2,NA,Veraguas,Pasture,Veraguas,Heteromys,Mammal,Yes,Yes,No,No,Two,Human,NA,NA,NA,NA,Positive,Positive,Negative,NA,NA,NA,NA,NA,NA,Positive,No,Tcruzi,N 08 32.457 W 081 03.830,Santa Fe,9-10 Jul 2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pasture,Noireau,El Pantano
SF8,F12.P3,379,R. pallescens,N1,N1_N3,N1_N2,NA,Veraguas,Pasture,Veraguas,Heteromys,Mammal,Yes,Yes,No,No,Two,Human,NA,NA,NA,NA,Negative,Negative,Negative,NA,NA,NA,NA,NA,NA,Negative,No,Negative,N 08 32.457 W 081 03.830,Santa Fe,9-10 Jul 2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pasture,Noireau,El Pantano
SF8,G1.P3,381,R. pallescens,N1,N1_N3,N1_N2,NA,Veraguas,Pasture,Veraguas,Didelphis,Mammal,Yes,Yes,No,No,Three,Heteromys,Human,NA,NA,NA,Negative,Negative,Negative,NA,NA,NA,NA,NA,NA,Negative,NA,Negative,N 08 32.457 W 081 03.830,Santa Fe,9-10 Jul 2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pasture,Noireau,El Pantano
SF8,G2.P3,381.5,R. pallescens,N1,N1_N3,N1_N2,NA,Veraguas,Pasture,Veraguas,Heteromys,Mammal,Yes,Yes,No,No,Two,Human,NA,NA,NA,NA,Negative,Negative,NA,NA,NA,NA,NA,NA,NA,NA,NA,Negative,N 08 32.457 W 081 03.830,Santa Fe,9-10 Jul 2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pasture,Noireau,El Pantano
SF9,B1.P3,236,R. pallescens,Adult,N4_Adult,N3_Adult,TBD,Veraguas,Pasture,Veraguas,Didelphis,Mammal,No,Yes,No,No,One,NA,NA,NA,NA,NA,Positive,Positive,Positive,NA,NA,NA,NA,NA,NA,Negative,Yes,Coinfection,N 08 32.454 W 081 03.801,Santa Fe,9-Jul-17,5.75,12.178,NA,NA,NA,NA,NA,NA,NA,NA,Pasture,Felled,El Pantano
SF9,B2.P3,237,R. pallescens,Adult,N4_Adult,N3_Adult,Male,Veraguas,Pasture,Veraguas,Didelphis,Mammal,No,Yes,No,No,Two,Heteromys,NA,NA,NA,NA,Positive,Positive,Negative,NA,NA,NA,NA,NA,NA,Negative,No,Tcruzi,N 08 32.454 W 081 03.801,Santa Fe,9-Jul-17,5.75,12.178,NA,NA,NA,NA,NA,NA,NA,NA,Pasture,Felled,El Pantano
SF9,B3.P3,238,R. pallescens,Adult,N4_Adult,N3_Adult,TBD,Veraguas,Pasture,Veraguas,Heteromys,Mammal,No,Yes,No,No,Two,Didelphis,NA,NA,NA,NA,Positive,Positive,Positive,NA,NA,NA,NA,NA,NA,Positive,Yes,Coinfection,N 08 32.454 W 081 03.801,Santa Fe,9-Jul-17,5.75,12.178,NA,NA,NA,NA,NA,NA,NA,NA,Pasture,Felled,El Pantano
SF9,A12.P3,235,R. pallescens,Adult,N4_Adult,N3_Adult,TBD,Veraguas,Pasture,Veraguas,Heteromys,Mammal,Yes,Yes,No,No,Four,Human,Didelphis,Thraupis,NA,NA,Positive,Positive,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tcruzi,N 08 32.454 W 081 03.801,Santa Fe,9-Jul-17,5.75,12.178,NA,NA,NA,NA,NA,NA,NA,NA,Pasture,Felled,El Pantano
SF9,B5.P3,240,R. pallescens,N5,N4_Adult,N3_Adult,NA,Veraguas,Pasture,Veraguas,Didelphis,Mammal,No,Yes,No,No,One,NA,NA,NA,NA,NA,Positive,Positive,Positive,NA,NA,NA,NA,NA,NA,Negative,Yes,Coinfection,N 08 32.454 W 081 03.801,Santa Fe,9-Jul-17,5.75,12.178,NA,NA,NA,NA,NA,NA,NA,NA,Pasture,Felled,El Pantano
SF9,B6.P3,241,R. pallescens,N3,N1_N3,N3_Adult,NA,Veraguas,Pasture,Veraguas,Didelphis,Mammal,No,Yes,No,No,One,NA,NA,NA,NA,NA,Positive,Positive,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tcruzi,N 08 32.454 W 081 03.801,Santa Fe,9-Jul-17,5.75,12.178,NA,NA,NA,NA,NA,NA,NA,NA,Pasture,Felled,El Pantano
SF9,B7.P3,242,R. pallescens,N3,N1_N3,N3_Adult,NA,Veraguas,Pasture,Veraguas,Didelphis,Mammal,No,Yes,No,No,Two,Heteromys,NA,NA,NA,NA,Positive,Positive,Positive,NA,NA,NA,NA,NA,NA,Positive,Yes,Coinfection,N 08 32.454 W 081 03.801,Santa Fe,9-Jul-17,5.75,12.178,NA,NA,NA,NA,NA,NA,NA,NA,Pasture,Felled,El Pantano
SF9,B8.P3,243,R. pallescens,N3,N1_N3,N3_Adult,NA,Veraguas,Pasture,Veraguas,Didelphis,Mammal,No,Yes,No,No,Two,Heteromys,NA,NA,NA,NA,Positive,Positive,Negative,NA,NA,NA,NA,NA,NA,Positive,No,Tcruzi,N 08 32.454 W 081 03.801,Santa Fe,9-Jul-17,5.75,12.178,NA,NA,NA,NA,NA,NA,NA,NA,Pasture,Felled,El Pantano
SF9,B9.P3,244,R. pallescens,N3,N1_N3,N3_Adult,NA,Veraguas,Pasture,Veraguas,Heteromys,Mammal,Yes,Yes,No,No,Three,Didelphis,Human,NA,NA,NA,Positive,Positive,Negative,NA,NA,NA,NA,NA,NA,Positive,No,Tcruzi,N 08 32.454 W 081 03.801,Santa Fe,9-Jul-17,5.75,12.178,NA,NA,NA,NA,NA,NA,NA,NA,Pasture,Felled,El Pantano
SF9,B10.P3,255,T. dimidiata,Adult,N4_Adult,N3_Adult,TBD,Veraguas,Pasture,Veraguas,Didelphis,Mammal,No,Yes,No,No,One,NA,NA,NA,NA,NA,Positive,Positive,Negative,NA,NA,NA,NA,NA,NA,Positive,No,Tcruzi,N 08 32.454 W 081 03.801,Santa Fe,9-Jul-17,5.75,12.178,NA,NA,NA,NA,NA,NA,NA,NA,Pasture,Felled,El Pantano
SF9,B11.P3,256,T. dimidiata,N4,N4_Adult,N3_Adult,NA,Veraguas,Pasture,Veraguas,Didelphis,Mammal,No,Yes,No,No,Two,Heteromys,NA,NA,NA,NA,Positive,Positive,Negative,NA,NA,NA,NA,NA,NA,Positive,No,Tcruzi,N 08 32.454 W 081 03.801,Santa Fe,9-Jul-17,5.75,12.178,NA,NA,NA,NA,NA,NA,NA,NA,Pasture,Felled,El Pantano
SF9,B12.P3,257,T. dimidiata,Adult,N4_Adult,N3_Adult,TBD,Veraguas,Pasture,Veraguas,Didelphis,Mammal,No,Yes,No,No,One,NA,NA,NA,NA,NA,Positive,Positive,Negative,NA,NA,NA,NA,NA,NA,Positive,No,Tcruzi,N 08 32.454 W 081 03.801,Santa Fe,9-Jul-17,5.75,12.178,NA,NA,NA,NA,NA,NA,NA,NA,Pasture,Felled,El Pantano
SF9,C1.P3,258,T. dimidiata,Adult,N4_Adult,N3_Adult,TBD,Veraguas,Pasture,Veraguas,Didelphis,Mammal,No,Yes,No,No,Two,Heteromys,NA,NA,NA,NA,Positive,Positive,Negative,NA,NA,NA,NA,NA,NA,Positive,No,Tcruzi,N 08 32.454 W 081 03.801,Santa Fe,9-Jul-17,5.75,12.178,NA,NA,NA,NA,NA,NA,NA,NA,Pasture,Felled,El Pantano
SF9,B4.P3,239,R. pallescens,N4,N4_Adult,N3_Adult,NA,Veraguas,Pasture,Veraguas,Didelphis,Mammal,No,Yes,No,No,One,NA,NA,NA,NA,NA,Positive,Positive,Positive,NA,NA,NA,NA,NA,NA,Negative,Yes,Coinfection,N 08 32.454 W 081 03.801,Santa Fe,9-Jul-17,5.75,12.178,NA,NA,NA,NA,NA,NA,NA,NA,Pasture,Felled,El Pantano
